cod_uf,cod_munic,municipio,cod_amc,AMC,flag
Paraná,4104709,Carlópolis - PR,410470,3176,0
Rio de Janeiro,3301207,Carmo - RJ,330120,2502,0
Minas Gerais,3113909,Carmo da Cachoeira - MG,311390,1827,0
Minas Gerais,3114006,Carmo da Mata - MG,311400,1828,0
Minas Gerais,3114105,Carmo de Minas - MG,311410,1829,0
Minas Gerais,3114204,Carmo do Cajuru - MG,311420,1830,0
Minas Gerais,3114303,Carmo do Paranaíba - MG,311430,1831,0
Minas Gerais,3114402,Carmo do Rio Claro - MG,311440,1832,0
Goías,5205000,Carmo do Rio Verde - GO,52AMC9197004,4235,0
Tocantins,1703883,Carmolândia - TO,17AMC9197005,227,0
Minas Gerais,3113800,Carmésia - MG,311380,1826,0
Sergipe,2801504,Carmópolis - SE,280150,1231,0
Minas Gerais,3114501,Carmópolis de Minas - MG,311450,1833,0
Rio Grande do Norte,2402501,Carnaubais - RN,24AMC9197003,777,0
Ceará,2303402,Carnaubal - CE,230340,496,0
Pernambuco,2603926,Carnaubeira da Penha - PE,26AMC9197004,1113,0
Pernambuco,2603900,Carnaíba - PE,26AMC9197002,1111,0
Rio Grande do Norte,2402402,Carnaúba dos Dantas - RN,240240,659,0
Minas Gerais,3114550,Carneirinho - MG,31AMC9197039,2381,0
Alagoas,2701803,Carneiros - AL,270180,1139,0
Roraima,1400233,Caroebe - RR,14AMC9197003,90,0
Maranhao,2102804,Carolina - MA,210280,273,0
Pernambuco,2604007,Carpina - PE,26AMC9197003,1112,0
Minas Gerais,3114600,Carrancas - MG,311460,1834,0
Paraíba,2504108,Carrapateira - PB,250410,818,0
Tocantins,1703891,Carrasco Bonito - TO,17AMC9197029,251,0
Pernambuco,2604106,Caruaru - PE,260410,996,0
Maranhao,2102903,Carutapera - MA,21AMC9197010,333,0
Minas Gerais,3114808,Carvalhos - MG,311480,1836,0
Minas Gerais,3114709,Carvalhópolis - MG,311470,1835,0
Sao Paulo,3510807,Casa Branca - SP,351080,2656,0
Minas Gerais,3114907,Casa Grande - MG,311490,1837,0
Bahia,2907202,Casa Nova - BA,290720,1380,0
Rio Grande do Sul,4304903,Casca - RS,43AMC9197015,3850,0
Minas Gerais,3115003,Cascalho Rico - MG,311500,1838,0
Ceará,2303501,Cascavel - CE,230350,497,0
Paraná,4104808,Cascavel - PR,410480,3177,0
Tocantins,1703909,Caseara - TO,170390,199,0
Rio Grande do Sul,4304952,Caseiros - RS,430495,3681,0
Rio de Janeiro,3301306,Casimiro de Abreu - RJ,33AMC9197006,2550,0
Pernambuco,2604155,Casinhas - PE,26AMC9197014,1123,0
Paraíba,2504157,Casserengue - PB,25AMC9197032,949,0
Mato Grosso do Sul,5002902,Cassilândia - MS,500290,3928,0
Pará,1502400,Castanhal - PA,150240,110,0
Mato Grosso,5102850,Castanheira - MT,510285,3993,0
Rondônia,1100908,Castanheiras - RO,11AMC9197007,15,0
Espírito Santo,3201407,Castelo - ES,320140,2444,0
Piauí,2202604,Castelo do Piauí - PI,22AMC9197006,418,0
Goías,5205059,Castelândia - GO,52AMC9197022,4253,0
Sao Paulo,3511003,Castilho - SP,351100,2658,0
Paraná,4104907,Castro - PR,41AMC9197009,3399,0
Bahia,2907301,Castro Alves - BA,290730,1381,0
Minas Gerais,3115300,Cataguases - MG,311530,1841,0
Goías,5205109,Catalão - GO,520510,4092,0
Sao Paulo,3511102,Catanduva - SP,35AMC9197015,3082,0
Paraná,4105003,Catanduvas - PR,410500,3178,0
Santa Catarina,4204004,Catanduvas - SC,42AMC9197007,3609,0
Ceará,2303600,Catarina - CE,230360,498,0
Minas Gerais,3115359,Catas Altas - MG,31AMC9197070,2412,0
Minas Gerais,3115409,Catas Altas da Noruega - MG,311540,1842,0
Pernambuco,2604205,Catende - PE,260420,997,0
Sao Paulo,3511201,Catiguá - SP,351120,2659,0
Paraíba,2504207,Catingueira - PB,250420,819,0
Bahia,2907400,Catolândia - BA,290740,1382,0
Paraíba,2504306,Catolé do Rocha - PB,250430,820,0
Bahia,2907509,Catu - BA,290750,1383,0
Minas Gerais,3115458,Catuji - MG,31AMC9197035,2377,0
Ceará,2303659,Catunda - CE,23AMC9197006,636,0
Bahia,2907558,Caturama - BA,290755,1384,0
Goías,5205208,Caturaí - GO,520520,4093,0
Paraíba,2504355,Caturité - PB,25AMC9197006,923,0
Minas Gerais,3115474,Catuti - MG,31AMC9197051,2393,0
Rio Grande do Sul,4305009,Catuípe - RS,43AMC9197016,3851,0
Ceará,2303709,Caucaia - CE,230370,499,0
Goías,5205307,Cavalcante - GO,520530,4094,0
Minas Gerais,3115508,Caxambu - MG,311550,1843,0
Santa Catarina,4204103,Caxambu do Sul - SC,42AMC9197008,3610,0
Maranhao,2103000,Caxias - MA,21AMC9197011,334,0
Rio Grande do Sul,4305108,Caxias do Sul - RS,43AMC9197017,3852,0
Piauí,2202653,Caxingó - PI,22AMC9197026,438,0
Santa Catarina,4203006,Caçador - SC,42AMC9197003,3605,0
Sao Paulo,3508504,Caçapava - SP,350850,2637,0
Rio Grande do Sul,4302808,Caçapava do Sul - RS,430280,3665,0
Goías,5204300,Caçu - GO,520430,4083,0
Bahia,2905107,Caém - BA,290510,1354,0
Rio Grande do Norte,2402600,Ceará-Mirim - RN,240260,660,0
Maranhao,2103109,Cedral - MA,21AMC9197012,335,0
Sao Paulo,3511300,Cedral - SP,351130,2660,0
Ceará,2303808,Cedro - CE,230380,500,0
Pernambuco,2604304,Cedro - PE,260430,998,0
Sergipe,2801603,Cedro de São João - SE,280160,1232,0
Minas Gerais,3115607,Cedro do Abaeté - MG,311560,1844,0
Santa Catarina,4204152,Celso Ramos - SC,420415,3478,0
Rio Grande do Sul,4305116,Centenário - RS,43AMC9197007,3842,0
Tocantins,1704105,Centenário - TO,17AMC9197017,239,0
Paraná,4105102,Centenário do Sul - PR,410510,3179,0
Bahia,2907608,Central - BA,290760,1385,0
Minas Gerais,3115706,Central de Minas - MG,311570,1845,0
Maranhao,2103125,Central do Maranhão - MA,21AMC9197026,349,0
Minas Gerais,3115805,Centralina - MG,311580,1846,0
Maranhao,2103174,Centro Novo do Maranhão - MA,21AMC9197010,333,0
Maranhao,2103158,Centro do Guilherme - MA,21AMC9197010,333,0
Rondônia,1100056,Cerejeiras - RO,11AMC9197002,10,0
Goías,5205406,Ceres - GO,520540,4095,0
Sao Paulo,3511409,Cerqueira César - SP,351140,2661,0
Sao Paulo,3511508,Cerquilho - SP,351150,2662,0
Rio Grande do Sul,4305124,Cerrito - RS,43AMC9197042,3876,0
Paraná,4105201,Cerro Azul - PR,41AMC9197010,3400,0
Rio Grande do Sul,4305132,Cerro Branco - RS,43AMC9197012,3847,0
Rio Grande do Norte,2402709,Cerro Corá - RN,240270,661,0
Rio Grande do Sul,4305157,Cerro Grande - RS,43AMC9197039,3873,0
Rio Grande do Sul,4305173,Cerro Grande do Sul - RS,43AMC9197056,3890,0
Rio Grande do Sul,4305207,Cerro Largo - RS,43AMC9197018,3853,0
Santa Catarina,4204178,Cerro Negro - SC,42AMC9197004,3606,0
Sao Paulo,3511607,Cesário Lange - SP,351160,2663,0
Goías,5205455,Cezarina - GO,520545,4096,0
Minas Gerais,3116001,Chalé - MG,311600,1848,0
Rio Grande do Sul,4305306,Chapada - RS,43AMC9197041,3875,0
Minas Gerais,3116159,Chapada Gaúcha - MG,31AMC9197072,2414,0
Tocantins,1705102,Chapada da Natividade - TO,17AMC9197019,241,0
Tocantins,1704600,Chapada de Areia - TO,17AMC9197024,246,0
Minas Gerais,3116100,Chapada do Norte - MG,311610,1849,0
Mato Grosso,5103007,Chapada dos Guimarães - MT,510300,3994,0
Maranhao,2103208,Chapadinha - MA,210320,274,0
Goías,5205471,Chapadão do Céu - GO,52AMC9197001,4232,0
Santa Catarina,4204194,Chapadão do Lageado - SC,42AMC9197015,3617,0
Mato Grosso do Sul,5002951,Chapadão do Sul - MS,500295,3929,0
Santa Catarina,4204202,Chapecó - SC,42AMC9197009,3611,0
Sao Paulo,3511706,Charqueada - SP,351170,2664,0
Rio Grande do Sul,4305355,Charqueadas - RS,430535,3682,0
Rio Grande do Sul,4305371,Charrua - RS,,3861,1
Ceará,2303907,Chaval - CE,230390,501,0
Sao Paulo,3557204,Chavantes - SP,35AMC9197063,3130,0
Pará,1502509,Chaves - PA,150250,111,0
Minas Gerais,3116209,Chiador - MG,311620,1850,0
Rio Grande do Sul,4305405,Chiapetta - RS,43AMC9197016,3851,0
Paraná,4105409,Chopinzinho - PR,41AMC9197011,3401,0
Ceará,2303956,Chorozinho - CE,230395,502,0
Bahia,2907707,Chorrochó - BA,290770,1386,0
Ceará,2303931,Choró - CE,23AMC9197005,635,0
Rondônia,1100924,Chupinguaia - RO,11AMC9197008,16,0
Rio Grande do Sul,4305447,Chuvisca - RS,43AMC9197056,3890,0
Rio Grande do Sul,4305439,Chuí - RS,43AMC9197048,3882,0
Minas Gerais,3115904,Chácara - MG,311590,1847,0
Pernambuco,2604502,Chã Grande - PE,260450,1000,0
Alagoas,2701902,Chã Preta - AL,270190,1140,0
Pernambuco,2604403,Chã de Alegria - PE,260440,999,0
Paraná,4105508,Cianorte - PR,410550,3181,0
Paraná,4105607,Cidade Gaúcha - PR,410560,3182,0
Goías,5205497,Cidade Ocidental - GO,52AMC9197015,4246,0
Maranhao,2103257,Cidelândia - MA,21AMC9197022,345,0
Rio Grande do Sul,4305454,Cidreira - RS,43AMC9197038,3872,0
Minas Gerais,3116308,Cipotânea - MG,311630,1851,0
Bahia,2907905,Cipó - BA,290790,1388,0
Rio Grande do Sul,4305504,Ciríaco - RS,43AMC9197041,3875,0
Minas Gerais,3116407,Claraval - MG,311640,1852,0
Minas Gerais,3116506,Claro dos Poções - MG,311650,1853,0
Sao Paulo,3511904,Clementina - SP,351190,2665,0
Paraná,4105706,Clevelândia - PR,410570,3183,0
Mato Grosso,5103056,Cláudia - MT,,1707,1
Minas Gerais,3116605,Cláudio - MG,311660,1854,0
Bahia,2908002,Coaraci - BA,290800,1389,0
Amazonas,1301209,Coari - AM,130120,44,0
Piauí,2202703,Cocal - PI,22AMC9197007,419,0
Piauí,2202711,Cocal de Telha - PI,22AMC9197005,417,0
Santa Catarina,4204251,Cocal do Sul - SC,42AMC9197043,3645,0
Piauí,2202729,Cocal dos Alves - PI,22AMC9197007,419,0
Mato Grosso,5103106,Cocalinho - MT,510310,3995,0
Goías,5205513,Cocalzinho de Goiás - GO,52AMC9197005,4236,0
Bahia,2908101,Cocos - BA,290810,1390,0
Amazonas,1301308,Codajás - AM,130130,45,0
Maranhao,2103307,Codó - MA,21AMC9197013,336,0
Maranhao,2103406,Coelho Neto - MA,210340,275,0
Minas Gerais,3116704,Coimbra - MG,311670,1855,0
Alagoas,2702009,Coité do Nóia - AL,270200,1141,0
Piauí,2202737,Coivaras - PI,22AMC9197002,414,0
Pará,1502608,Colares - PA,150260,112,0
Espírito Santo,3201506,Colatina - ES,,2487,1
Sao Paulo,3512001,Colina - SP,351200,2666,0
Maranhao,2103505,Colinas - MA,21AMC9197014,337,0
Rio Grande do Sul,4305587,Colinas - RS,,4260,1
Goías,5205521,Colinas do Sul - GO,520552,4097,0
Tocantins,1705508,Colinas do Tocantins - TO,170550,200,0
Tocantins,1716703,Colméia - TO,171670,213,0
Mato Grosso,5103254,Colniza - MT,,3987,1
Paraná,4105805,Colombo - PR,410580,3184,0
Paraná,4105904,Colorado - PR,410590,3185,0
Rio Grande do Sul,4305603,Colorado - RS,430560,3683,0
Rondônia,1100064,Colorado do Oeste - RO,11AMC9197008,16,0
Minas Gerais,3116803,Coluna - MG,311680,1856,0
Mato Grosso,5103205,Colíder - MT,51AMC9197004,4036,0
Sao Paulo,3512100,Colômbia - SP,351210,2667,0
Alagoas,2702108,Colônia Leopoldina - AL,270210,1142,0
Piauí,2202752,Colônia do Gurguéia - PI,22AMC9197013,425,0
Piauí,2202778,Colônia do Piauí - PI,22AMC9197021,433,0
Tocantins,1705557,Combinado - TO,170555,201,0
Minas Gerais,3116902,Comendador Gomes - MG,311690,1857,0
Rio de Janeiro,3300951,Comendador Levy Gasparian - RJ,33AMC9197018,2562,0
Minas Gerais,3117009,Comercinho - MG,311700,1858,0
Mato Grosso,5103304,Comodoro - MT,51AMC9197010,4042,0
Paraíba,2504405,Conceição - PB,25AMC9197011,928,0
Minas Gerais,3117108,Conceição da Aparecida - MG,311710,1859,0
Espírito Santo,3201605,Conceição da Barra - ES,320160,2445,0
Minas Gerais,3115201,Conceição da Barra de Minas - MG,311520,1840,0
Bahia,2908200,Conceição da Feira - BA,290820,1391,0
Minas Gerais,3117306,Conceição das Alagoas - MG,311730,1861,0
Minas Gerais,3117207,Conceição das Pedras - MG,311720,1860,0
Minas Gerais,3117405,Conceição de Ipanema - MG,311740,1862,0
Rio de Janeiro,3301405,Conceição de Macabu - RJ,330140,2503,0
Bahia,2908309,Conceição do Almeida - BA,290830,1392,0
Pará,1502707,Conceição do Araguaia - PA,15AMC9197007,168,0
Piauí,2202802,Conceição do Canindé - PI,22AMC9197008,420,0
Espírito Santo,3201704,Conceição do Castelo - ES,320170,2446,0
Bahia,2908408,Conceição do Coité - BA,290840,1393,0
Bahia,2908507,Conceição do Jacuípe - BA,290850,1394,0
Maranhao,2103554,Conceição do Lago-Açu - MA,21AMC9197050,373,0
Minas Gerais,3117504,Conceição do Mato Dentro - MG,311750,1863,0
Minas Gerais,3117603,Conceição do Pará - MG,311760,1864,0
Minas Gerais,3117702,Conceição do Rio Verde - MG,311770,1865,0
Tocantins,1705607,Conceição do Tocantins - TO,17AMC9197011,233,0
Minas Gerais,3117801,Conceição dos Ouros - MG,311780,1866,0
Sao Paulo,3512209,Conchal - SP,351220,2668,0
Sao Paulo,3512308,Conchas - SP,351230,2669,0
Santa Catarina,4204301,Concórdia - SC,42AMC9197010,3612,0
Pará,1502756,Concórdia do Pará - PA,150275,113,0
Paraíba,2504504,Condado - PB,250450,821,0
Pernambuco,2604601,Condado - PE,260460,1001,0
Bahia,2908606,Conde - BA,290860,1395,0
Paraíba,2504603,Conde - PB,250460,822,0
Bahia,2908705,Condeúba - BA,290870,1396,0
Rio Grande do Sul,4305702,Condor - RS,430570,3684,0
Minas Gerais,3117876,Confins - MG,31AMC9197045,2387,0
Mato Grosso,5103353,Confresa - MT,51AMC9197015,4047,0
Paraíba,2504702,Congo - PB,250470,823,0
Minas Gerais,3117900,Congonhal - MG,311790,1867,0
Minas Gerais,3118007,Congonhas - MG,311800,1868,0
Minas Gerais,3118106,Congonhas do Norte - MG,311810,1869,0
Paraná,4106001,Congonhinhas - PR,410600,3186,0
Minas Gerais,3118205,Conquista - MG,311820,1870,0
Mato Grosso,5103361,Conquista D'Oeste - MT,,4020,1
Minas Gerais,3118304,Conselheiro Lafaiete - MG,311830,1871,0
Paraná,4106100,Conselheiro Mairinck - PR,410610,3187,0
Minas Gerais,3118403,Conselheiro Pena - MG,31AMC9197019,2361,0
Minas Gerais,3118502,Consolação - MG,311850,1872,0
Rio Grande do Sul,4305801,Constantina - RS,43AMC9197019,3854,0
Minas Gerais,3118601,Contagem - MG,311860,1873,0
Paraná,4106209,Contenda - PR,410620,3188,0
Bahia,2908804,Contendas do Sincorá - BA,290880,1397,0
Minas Gerais,3118700,Coqueiral - MG,311870,1874,0
Rio Grande do Sul,4305835,Coqueiro Baixo - RS,,4259,1
Alagoas,2702207,Coqueiro Seco - AL,270220,1143,0
Rio Grande do Sul,4305850,Coqueiros do Sul - RS,43AMC9197041,3875,0
Minas Gerais,3118809,Coração de Jesus - MG,31AMC9197020,2362,0
Bahia,2908903,Coração de Maria - BA,290890,1398,0
Paraná,4106308,Corbélia - PR,41AMC9197012,3402,0
Rio de Janeiro,3301504,Cordeiro - RJ,33AMC9197005,2549,0
Bahia,2909000,Cordeiros - BA,290900,1399,0
Sao Paulo,3512407,Cordeirópolis - SP,351240,2670,0
Santa Catarina,4204350,Cordilheira Alta - SC,42AMC9197009,3611,0
Minas Gerais,3118908,Cordisburgo - MG,311890,1875,0
Minas Gerais,3119005,Cordislândia - MG,311900,1876,0
Ceará,2304004,Coreaú - CE,230400,503,0
Paraíba,2504801,Coremas - PB,250480,824,0
Mato Grosso do Sul,5003108,Corguinho - MS,500310,3930,0
Bahia,2909109,Coribe - BA,290910,1400,0
Minas Gerais,3119104,Corinto - MG,311910,1877,0
Paraná,4106407,Cornélio Procópio - PR,410640,3189,0
Minas Gerais,3119203,Coroaci - MG,311920,1878,0
Sao Paulo,3512506,Coroados - SP,35AMC9197016,3083,0
Maranhao,2103604,Coroatá - MA,21AMC9197013,336,0
Minas Gerais,3119302,Coromandel - MG,311930,1879,0
Rio Grande do Sul,4305871,Coronel Barros - RS,,3864,1
Rio Grande do Sul,4305900,Coronel Bicaco - RS,430590,3685,0
Paraná,4106456,Coronel Domingos Soares - PR,41AMC9197035,3425,0
Rio Grande do Norte,2402808,Coronel Ezequiel - RN,240280,662,0
Minas Gerais,3119401,Coronel Fabriciano - MG,311940,1880,0
Santa Catarina,4204400,Coronel Freitas - SC,42AMC9197011,3613,0
Piauí,2202851,Coronel José Dias - PI,22AMC9197040,452,0
Rio Grande do Norte,2402907,Coronel João Pessoa - RN,240290,663,0
Bahia,2909208,Coronel João Sá - BA,290920,1401,0
Sao Paulo,3512605,Coronel Macedo - SP,351260,2671,0
Santa Catarina,4204459,Coronel Martins - SC,42AMC9197027,3629,0
Minas Gerais,3119500,Coronel Murta - MG,311950,1881,0
Minas Gerais,3119609,Coronel Pacheco - MG,311960,1882,0
Mato Grosso do Sul,5003157,Coronel Sapucaia - MS,500315,3931,0
Paraná,4106506,Coronel Vivida - PR,410650,3190,0
Minas Gerais,3119708,Coronel Xavier Chaves - MG,311970,1883,0
Santa Catarina,4204558,Correia Pinto - SC,420455,3480,0
Piauí,2202901,Corrente - PI,22AMC9197009,421,0
Pernambuco,2604700,Correntes - PE,260470,1002,0
Bahia,2909307,Correntina - BA,290930,1402,0
Pernambuco,2604809,Cortês - PE,260480,1003,0
Sao Paulo,3512704,Corumbataí - SP,351270,2672,0
Paraná,4106555,Corumbataí do Sul - PR,410655,3191,0
Goías,5205901,Corumbaíba - GO,520590,4099,0
Rondônia,1100072,Corumbiara - RO,11AMC9197008,16,0
Mato Grosso do Sul,5003207,Corumbá - MS,500320,3932,0
Goías,5205802,Corumbá de Goiás - GO,52AMC9197005,4236,0
Santa Catarina,4204509,Corupá - SC,420450,3479,0
Alagoas,2702306,Coruripe - AL,,1,1
Sao Paulo,3512902,Cosmorama - SP,351290,2673,0
Sao Paulo,3512803,Cosmópolis - SP,35AMC9197017,3084,0
Rondônia,1100080,Costa Marques - RO,11AMC9197003,11,0
Mato Grosso do Sul,5003256,Costa Rica - MS,,256,1
Bahia,2909406,Cotegipe - BA,290940,1403,0
Sao Paulo,3513009,Cotia - SP,351300,2674,0
Rio Grande do Sul,4305959,Cotiporã - RS,430595,3686,0
Mato Grosso,5103379,Cotriguaçu - MT,51AMC9197008,4040,0
Tocantins,1706001,Couto Magalhães - TO,17AMC9197009,231,0
Minas Gerais,3120102,Couto de Magalhães de Minas - MG,312010,1886,0
Rio Grande do Sul,4305975,Coxilha - RS,43AMC9197041,3875,0
Mato Grosso do Sul,5003306,Coxim - MS,50AMC9197001,3973,0
Paraíba,2504850,Coxixola - PB,25AMC9197031,948,0
Ceará,2304103,Crateús - CE,230410,504,0
Ceará,2304202,Crato - CE,230420,505,0
Sao Paulo,3513108,Cravinhos - SP,351310,2675,0
Bahia,2909505,Cravolândia - BA,290950,1404,0
Alagoas,2702355,Craíbas - AL,270235,1144,0
Santa Catarina,4204608,Criciúma - SC,420460,3481,0
Rio Grande do Sul,4306007,Crissiumal - RS,43AMC9197020,3855,0
Minas Gerais,3120201,Cristais - MG,312020,1887,0
Sao Paulo,3513207,Cristais Paulista - SP,351320,2676,0
Rio Grande do Sul,4306056,Cristal - RS,430605,3687,0
Rio Grande do Sul,4306072,Cristal do Sul - RS,43AMC9197039,3873,0
Goías,5206206,Cristalina - GO,520620,4100,0
Tocantins,1706100,Cristalândia - TO,17AMC9197010,232,0
Piauí,2203008,Cristalândia do Piauí - PI,220300,381,0
Minas Gerais,3120409,Cristiano Otoni - MG,312040,1889,0
Goías,5206305,Cristianópolis - GO,520630,4101,0
Minas Gerais,3120508,Cristina - MG,312050,1890,0
Piauí,2203107,Cristino Castro - PI,22AMC9197010,422,0
Sergipe,2801702,Cristinápolis - SE,280170,1233,0
Minas Gerais,3120300,Cristália - MG,312030,1888,0
Bahia,2909703,Cristópolis - BA,290970,1406,0
Minas Gerais,3120151,Crisólita - MG,31AMC9197003,2345,0
Bahia,2909604,Crisópolis - BA,290960,1405,0
Goías,5206404,Crixás - GO,52AMC9197006,4237,0
Tocantins,1706258,Crixás do Tocantins - TO,17AMC9197001,223,0
Ceará,2304236,Croatá - CE,230423,506,0
Goías,5206503,Cromínia - GO,520650,4102,0
Minas Gerais,3120607,Crucilândia - MG,312060,1891,0
Ceará,2304251,Cruz - CE,23AMC9197002,632,0
Rio Grande do Sul,4306106,Cruz Alta - RS,,4258,1
Paraná,4106803,Cruz Machado - PR,410680,3194,0
Bahia,2909802,Cruz das Almas - BA,290980,1407,0
Paraíba,2504900,Cruz do Espírito Santo - PB,250490,825,0
Sao Paulo,3513405,Cruzeiro - SP,351340,2677,0
Minas Gerais,3120706,Cruzeiro da Fortaleza - MG,312070,1892,0
Paraná,4106571,Cruzeiro do Iguaçu - PR,41AMC9197013,3403,0
Paraná,4106605,Cruzeiro do Oeste - PR,410660,3192,0
Acre,1200203,Cruzeiro do Sul - AC,12AMC9197001,20,0
Paraná,4106704,Cruzeiro do Sul - PR,410670,3193,0
Rio Grande do Sul,4306205,Cruzeiro do Sul - RS,,3906,1
Rio Grande do Norte,2403004,Cruzeta - RN,240300,664,0
Paraná,4106852,Cruzmaltina - PR,41AMC9197014,3404,0
Sao Paulo,3513306,Cruzália - SP,35AMC9197018,3085,0
Minas Gerais,3120805,Cruzília - MG,312080,1893,0
Paraíba,2505006,Cubati - PB,250500,826,0
Sao Paulo,3513504,Cubatão - SP,351350,2678,0
Mato Grosso,5103403,Cuiabá - MT,510340,3996,0
Paraíba,2505204,Cuitegi - PB,250520,827,0
Paraíba,2505105,Cuité - PB,25AMC9197012,929,0
Paraíba,2505238,Cuité de Mamanguape - PB,25AMC9197019,936,0
Rondônia,1100940,Cujubim - RO,11AMC9197006,14,0
Goías,5206602,Cumari - GO,520660,4103,0
Pernambuco,2604908,Cumaru - PE,260490,1004,0
Pará,1502764,Cumaru do Norte - PA,15AMC9197013,174,0
Sergipe,2801900,Cumbe - SE,280190,1234,0
Sao Paulo,3513603,Cunha - SP,351360,2679,0
Santa Catarina,4204707,Cunha Porã - SC,420470,3482,0
Santa Catarina,4204756,Cunhataí - SC,42AMC9197026,3628,0
Minas Gerais,3120839,Cuparaque - MG,31AMC9197019,2361,0
Pernambuco,2605004,Cupira - PE,260500,1005,0
Bahia,2909901,Curaçá - BA,290990,1408,0
Piauí,2203206,Curimatá - PI,22AMC9197011,423,0
Pará,1502772,Curionópolis - PA,15AMC9197008,169,0
Paraná,4106902,Curitiba - PR,410690,3195,0
Santa Catarina,4204806,Curitibanos - SC,42AMC9197012,3614,0
Paraná,4107009,Curiúva - PR,410700,3196,0
Piauí,2203230,Currais - PI,22AMC9197004,416,0
Rio Grande do Norte,2403103,Currais Novos - RN,240310,665,0
Piauí,2203271,Curral Novo do Piauí - PI,22AMC9197041,453,0
Paraíba,2505303,Curral Velho - PB,250530,828,0
Paraíba,2505279,Curral de Cima - PB,25AMC9197019,936,0
Minas Gerais,3120870,Curral de Dentro - MG,31AMC9197004,2346,0
Pará,1502806,Curralinho - PA,150280,114,0
Piauí,2203255,Curralinhos - PI,22AMC9197043,455,0
Maranhao,2103703,Cururupu - MA,21AMC9197015,338,0
Pará,1502855,Curuá - PA,15AMC9197001,162,0
Pará,1502905,Curuçá - PA,15AMC9197009,170,0
Minas Gerais,3120904,Curvelo - MG,312090,1894,0
Mato Grosso,5103437,Curvelândia - MT,,4034,1
Pernambuco,2605103,Custódia - PE,260510,1006,0
Amapá,1600212,Cutias - AP,16AMC9197003,192,0
Mato Grosso,5102504,Cáceres - MT,,4034,1
Minas Gerais,3115102,Cássia - MG,311510,1839,0
Sao Paulo,3510906,Cássia dos Coqueiros - SP,351090,2657,0
Rio Grande do Sul,4304309,Cândido Godói - RS,430430,3675,0
Maranhao,2102606,Cândido Mendes - MA,21AMC9197009,332,0
Sao Paulo,3510005,Cândido Mota - SP,351000,2649,0
Sao Paulo,3510104,Cândido Rodrigues - SP,351010,2650,0
Bahia,2906709,Cândido Sales - BA,290670,1371,0
Paraná,4104402,Cândido de Abreu - PR,410440,3174,0
Paraná,4105300,Céu Azul - PR,410530,3180,0
Bahia,2907806,Cícero Dantas - BA,290780,1387,0
Minas Gerais,3119807,Córrego Danta - MG,311980,1884,0
Minas Gerais,3119955,Córrego Fundo - MG,31AMC9197025,2367,0
Minas Gerais,3120003,Córrego Novo - MG,31AMC9197021,2363,0
Minas Gerais,3119906,Córrego do Bom Jesus - MG,311990,1885,0
Goías,5205703,Córrego do Ouro - GO,520570,4098,0
Minas Gerais,3117836,Cônego Marinho - MG,31AMC9197041,2383,0
Goías,5206701,Damianópolis - GO,520670,4104,0
Paraíba,2505352,Damião - PB,25AMC9197005,922,0
Goías,5206800,Damolândia - GO,520680,4105,0
Tocantins,1706506,Darcinópolis - TO,17AMC9197031,253,0
Minas Gerais,3121001,Datas - MG,312100,1895,0
Rio Grande do Sul,4306304,David Canabarro - RS,43AMC9197041,3875,0
Goías,5206909,Davinópolis - GO,520690,4106,0
Maranhao,2103752,Davinópolis - MA,21AMC9197022,345,0
Minas Gerais,3121100,Delfim Moreira - MG,312110,1896,0
Minas Gerais,3121209,Delfinópolis - MG,312120,1897,0
Alagoas,2702405,Delmiro Gouveia - AL,270240,1145,0
Minas Gerais,3121258,Delta - MG,31AMC9197084,2426,0
Piauí,2203305,Demerval Lobão - PI,22AMC9197043,455,0
Mato Grosso,5103452,Denise - MT,510345,3997,0
Mato Grosso do Sul,5003454,Deodápolis - MS,500345,3933,0
Ceará,2304269,Deputado Irapuan Pinheiro - CE,230426,507,0
Rio Grande do Sul,4306320,Derrubadas - RS,43AMC9197064,3898,0
Sao Paulo,3513702,Descalvado - SP,351370,2680,0
Santa Catarina,4204905,Descanso - SC,42AMC9197033,3635,0
Minas Gerais,3121308,Descoberto - MG,312130,1898,0
Paraíba,2505402,Desterro - PB,25AMC9197013,930,0
Minas Gerais,3121407,Desterro de Entre Rios - MG,312140,1899,0
Minas Gerais,3121506,Desterro do Melo - MG,312150,1900,0
Rio Grande do Sul,4306353,Dezesseis de Novembro - RS,430635,3688,0
Sao Paulo,3513801,Diadema - SP,351380,2681,0
Paraíba,2505600,Diamante - PB,250560,830,0
Paraná,4107157,Diamante D'Oeste - PR,410715,3198,0
Paraná,4107108,Diamante do Norte - PR,410710,3197,0
Paraná,4107124,Diamante do Sul - PR,41AMC9197018,3408,0
Minas Gerais,3121605,Diamantina - MG,312160,1901,0
Mato Grosso,5103502,Diamantino - MT,510350,3998,0
Tocantins,1707009,Dianópolis - TO,17AMC9197011,233,0
Bahia,2910057,Dias d'Ávila - BA,291005,1410,0
Rio Grande do Sul,4306379,Dilermando de Aguiar - RS,43AMC9197047,3881,0
Minas Gerais,3121704,Diogo de Vasconcelos - MG,312170,1902,0
Minas Gerais,3121803,Dionísio - MG,312180,1903,0
Santa Catarina,4205001,Dionísio Cerqueira - SC,420500,3483,0
Goías,5207105,Diorama - GO,520710,4107,0
Sao Paulo,3513850,Dirce Reis - SP,35AMC9197049,3116,0
